order_id,date_id,weather_id,traffic_id,area_id,category_id,vehicle_id,agent_id,order_time,pickup_time,order_hour,delivery_time_minutes,pickup_prep_minutes,delivery_distance_km,delivery_speed_kmh,is_delayed
jvdv282997825,11,2,4,4,15,3,70,16:40:00,16:45:00,16,55,5,6.128,6.685,t
jljk055801635,11,4,1,1,15,2,417,13:35:00,13:45:00,13,195,10,6.211,1.911,t
tuzz168551565,11,6,1,4,15,2,212,13:30:00,13:40:00,13,65,10,6.050,5.585,t
piin596008165,11,1,4,1,15,2,343,19:00:00,19:15:00,19,160,15,9.088,3.408,t
qkmb030399495,11,4,4,4,15,3,141,16:00:00,16:05:00,16,105,5,6.129,3.502,t
avtt998709444,11,3,2,2,15,3,118,21:20:00,21:30:00,21,50,10,9.055,10.866,t
bhfz762335009,11,6,3,1,15,3,20,09:25:00,09:30:00,9,80,5,1.553,1.165,t
epkv369104686,11,6,3,4,15,2,319,23:55:00,00:00:00,23,165,5,9.220,3.353,t
pinx081028414,11,4,1,4,15,2,403,13:35:00,13:45:00,13,180,10,6.059,2.020,t
fcvw024955907,11,3,4,1,15,3,269,16:50:00,16:55:00,16,135,5,6.119,2.720,t
cpsx551755601,11,6,3,1,15,3,186,10:45:00,10:55:00,10,80,10,3.064,2.298,t
klsr816308996,11,6,2,4,15,2,301,19:45:00,19:55:00,19,155,10,7.661,2.966,t
ulrp516254407,11,6,2,1,15,2,320,19:15:00,19:25:00,19,225,10,7.763,2.070,t
ygdn684301206,11,6,4,1,15,4,266,17:40:00,17:50:00,17,155,10,7.601,2.942,t
mxlp007180367,11,4,3,1,15,3,208,22:50:00,23:05:00,22,80,15,7.562,5.672,t
vjzu516024813,11,4,3,1,15,2,267,23:55:00,00:10:00,23,115,15,9.194,4.797,t
hajp453045172,11,4,2,1,15,3,188,19:15:00,19:25:00,19,100,10,4.664,2.798,t
aqwx551994241,11,5,3,1,15,2,348,10:45:00,10:50:00,10,135,5,3.105,1.380,t
owwu727526532,11,4,3,1,15,2,16,10:45:00,11:00:00,10,135,15,1.558,0.692,t
lknu561569674,11,1,3,1,15,2,142,10:55:00,11:00:00,10,110,5,1.513,0.825,t
qdha254878836,11,1,1,1,15,3,347,11:50:00,12:00:00,11,175,10,1.553,0.532,t
gnac802411651,11,1,2,4,15,2,119,19:40:00,19:45:00,19,140,5,7.449,3.192,t
qzsd041199385,11,4,3,4,15,2,162,08:45:00,08:50:00,8,90,5,1.532,1.021,t
kgvm209846163,11,4,3,4,15,2,157,08:35:00,08:40:00,8,80,5,3.105,2.329,t
efve136276321,11,1,1,4,15,3,366,11:20:00,11:35:00,11,130,15,1.553,0.717,t
vmgc964372188,11,3,3,1,14,2,233,10:30:00,10:45:00,10,55,15,3.018,3.292,t
qhmc638167529,11,1,3,4,14,2,137,08:20:00,08:30:00,8,120,10,1.532,0.766,t
jzzk349096295,11,6,3,1,14,3,211,09:35:00,09:50:00,9,90,15,1.558,1.039,t
rndx903920678,11,3,3,4,14,3,119,10:10:00,10:20:00,10,50,10,1.532,1.838,t
eleu714010991,11,5,4,1,14,2,347,18:25:00,18:40:00,18,100,15,4.674,2.804,t
oeaz173841883,11,3,1,2,14,2,166,15:00:00,15:10:00,15,75,10,5.959,4.767,t
rshq423827044,11,1,2,1,14,3,117,20:00:00,20:05:00,20,170,5,4.597,1.622,t
yygc057921496,11,3,4,1,14,2,343,18:40:00,18:55:00,18,185,15,9.327,3.025,t
ytwu312716680,11,1,4,1,14,2,96,18:30:00,18:35:00,18,105,5,7.863,4.493,t
kwif674549989,11,2,4,1,14,2,187,15:55:00,16:00:00,15,135,5,6.210,2.760,t
oigr966956316,11,5,4,1,14,2,138,17:25:00,17:40:00,17,80,15,7.683,5.762,t
uyud487557651,11,2,2,1,14,2,188,19:45:00,19:50:00,19,115,5,4.588,2.394,t
bkxv068251953,11,6,3,1,14,2,341,08:20:00,08:25:00,8,130,5,1.515,0.699,t
cddb031808902,11,3,2,4,14,3,185,19:40:00,19:55:00,19,115,15,9.435,4.923,t
zapr280273548,11,2,1,1,14,3,321,14:15:00,14:25:00,14,185,10,6.050,1.962,t
uwwj679665581,11,1,2,4,14,3,289,20:40:00,20:50:00,20,140,10,7.649,3.278,t
uphs754861575,11,1,2,1,14,2,226,20:15:00,20:20:00,20,165,5,9.221,3.353,t
onuv835709894,11,4,4,1,14,3,95,18:15:00,18:20:00,18,130,5,9.348,4.314,t
oqzv173402982,11,1,3,1,14,3,308,22:35:00,22:40:00,22,75,5,7.772,6.218,t
okxw975901282,11,3,3,4,14,2,70,09:15:00,09:25:00,9,60,10,1.555,1.555,t
flhn635895809,11,3,3,1,14,2,419,10:35:00,10:50:00,10,150,15,3.105,1.242,t
jqga804113318,11,3,3,1,14,2,248,08:50:00,09:00:00,8,150,10,3.116,1.246,t
cedh598403958,11,6,2,1,14,2,326,20:55:00,21:10:00,20,140,15,7.763,3.327,t
bxgn959827351,11,1,4,4,14,3,141,15:20:00,15:35:00,15,80,15,6.081,4.561,t
bcwt973165310,11,6,2,1,14,2,69,21:25:00,21:30:00,21,95,5,4.589,2.898,t
rchz717856003,11,4,2,4,14,2,364,19:45:00,20:00:00,19,160,15,4.718,1.769,t
ueor583219215,11,5,4,1,14,2,44,19:00:00,19:15:00,19,95,15,7.646,4.829,t
grlx445953950,11,5,4,1,14,3,364,17:55:00,18:10:00,17,75,15,9.349,7.479,t
ebzw205203011,11,2,3,1,14,2,329,22:35:00,22:50:00,22,130,15,4.718,2.178,t
lvrd252456528,11,5,1,1,14,2,268,14:55:00,15:00:00,14,105,5,6.290,3.594,t
bkye730346775,11,4,4,1,14,2,300,17:55:00,18:10:00,17,170,15,7.790,2.749,t
xozh646796619,11,3,2,4,14,2,140,19:55:00,20:05:00,19,120,10,9.192,4.596,t
rnaf464372946,11,2,3,1,14,2,345,22:15:00,22:30:00,22,120,15,7.684,3.842,t
uweh131463581,11,2,2,1,14,2,398,20:25:00,20:30:00,20,170,5,9.193,3.245,t
ceqn975580529,11,5,2,1,14,2,187,19:45:00,19:50:00,19,55,5,7.645,8.340,t
bqek110207726,11,4,3,1,14,3,185,23:20:00,23:30:00,23,70,10,4.537,3.889,t
jvns061053242,11,3,4,1,14,2,70,16:10:00,16:25:00,16,125,15,6.232,2.991,t
byfg818541509,11,1,1,1,14,3,246,11:50:00,11:55:00,11,170,5,3.074,1.085,t
fczh101296203,11,2,4,4,14,2,118,19:00:00,19:15:00,19,75,15,9.178,7.342,t
eurt138912264,11,3,4,1,14,2,327,18:15:00,18:25:00,18,180,10,9.075,3.025,t
zrvs788744410,11,5,3,4,14,2,212,09:25:00,09:35:00,9,115,10,3.059,1.596,t
gesq588543542,11,4,3,4,14,3,141,10:25:00,10:35:00,10,85,10,3.109,2.195,t
khim701115347,11,6,4,1,14,3,165,18:35:00,18:45:00,18,115,10,4.675,2.439,t
nxiv989077261,11,3,4,4,14,4,23,17:20:00,17:30:00,17,120,10,4.658,2.329,t
elri157886700,11,5,4,1,14,2,328,18:50:00,19:00:00,18,145,10,4.658,1.927,t
quql415369033,11,1,1,1,14,4,117,11:35:00,11:50:00,11,140,15,1.490,0.639,t
pfpj334368108,11,5,4,1,14,2,306,15:25:00,15:40:00,15,125,15,6.081,2.919,t
gntk342640610,11,4,4,2,14,2,43,17:35:00,17:40:00,17,110,5,4.663,2.543,t
mxrp137026835,11,2,3,4,14,2,368,09:35:00,09:45:00,9,85,10,1.555,1.098,t
gadf255567480,11,1,3,1,14,2,367,09:15:00,09:25:00,9,85,10,3.059,2.159,t
sknz389418906,11,1,2,1,14,2,186,21:30:00,21:35:00,21,145,5,9.316,3.855,t
xmcr861770536,11,2,4,1,14,3,141,18:15:00,18:20:00,18,55,5,7.563,8.251,t
hsef369716047,11,5,3,1,14,2,366,23:45:00,00:00:00,23,145,15,7.790,3.223,t
vszj561143168,11,4,2,1,14,4,385,19:40:00,19:45:00,19,150,5,8.939,3.576,t
yjap725090840,11,1,1,1,14,2,365,11:50:00,12:05:00,11,195,15,3.145,0.968,t
wwwj899879450,11,3,3,1,14,2,134,22:40:00,22:45:00,22,120,5,7.562,3.781,t
immy787979021,11,3,3,4,14,3,366,09:55:00,10:00:00,9,120,5,3.025,1.513,t
tubv596909921,11,1,3,4,14,2,165,08:20:00,08:35:00,8,105,15,3.025,1.729,t
qexg537923832,11,4,3,1,13,2,384,22:10:00,22:15:00,22,130,5,9.121,4.210,t
ieqb319927234,11,2,2,1,13,2,246,22:00:00,22:05:00,22,165,5,4.561,1.659,t
cods807399269,11,2,3,1,13,3,384,10:10:00,10:15:00,10,75,5,1.573,1.258,t
fpib347648335,11,5,1,1,13,2,270,12:35:00,12:45:00,12,145,10,6.121,2.533,t
xdil291959154,11,2,1,1,13,2,288,14:55:00,15:05:00,14,135,10,6.050,2.689,t
sjuq966451055,11,3,3,1,13,3,46,08:50:00,08:55:00,8,95,5,1.513,0.956,t
rbpf420170338,11,3,1,1,13,2,68,13:30:00,13:45:00,13,120,15,6.081,3.041,t
jbcl771822786,11,5,1,4,13,3,404,12:45:00,12:50:00,12,120,5,6.210,3.105,t
ezzw148258870,11,4,3,1,13,2,187,10:35:00,10:50:00,10,95,15,3.105,1.961,t
thiu130982270,11,1,2,1,13,4,250,21:45:00,22:00:00,21,190,15,7.601,2.400,t
pldz673552376,11,6,1,1,13,3,423,11:35:00,11:50:00,11,165,15,1.553,0.565,t
rplb678868157,11,4,1,4,13,3,211,14:55:00,15:05:00,14,75,10,6.209,4.967,t
toqb250842891,11,5,3,1,13,2,94,22:45:00,22:55:00,22,95,10,9.348,5.904,t
gdit919288828,11,2,2,1,13,4,248,19:10:00,19:20:00,19,165,10,7.761,2.822,t
irez683551065,11,2,3,4,13,3,387,09:20:00,09:30:00,9,80,10,1.558,1.169,t
cekk672369587,11,1,4,4,13,4,231,18:35:00,18:40:00,18,90,5,7.449,4.966,t
yphu662340144,11,5,4,4,13,3,69,18:50:00,18:55:00,18,55,5,4.657,5.080,t
vmrv350858020,11,3,2,2,13,2,164,21:35:00,21:45:00,21,75,10,9.327,7.462,t
gtns166966307,11,2,4,4,13,4,118,17:45:00,17:55:00,17,65,10,8.938,8.250,t
cvcn598897007,11,2,4,1,13,2,420,19:00:00,19:10:00,19,80,10,7.659,5.744,t
oboh946412109,11,2,3,1,13,2,231,08:20:00,08:30:00,8,95,10,3.145,1.986,t
jupf484313413,11,2,3,4,13,3,138,08:10:00,08:25:00,8,90,15,1.515,1.010,t
botq974401703,11,3,1,1,13,2,382,11:40:00,11:55:00,11,210,15,1.553,0.444,t
tycz678209688,11,4,3,2,13,3,232,23:55:00,00:05:00,23,85,10,4.470,3.155,t
kwlb366559563,11,4,4,1,13,2,285,17:15:00,17:30:00,17,140,15,9.055,3.881,t
uuwf323861930,11,3,1,1,13,2,250,13:25:00,13:30:00,13,225,5,6.232,1.662,t
kcxt889156623,11,5,2,4,13,3,365,19:45:00,20:00:00,19,95,15,9.075,5.732,t
kcgn101499910,11,5,2,1,13,3,268,21:50:00,21:55:00,21,90,5,9.056,6.037,t
skbs079394060,11,1,4,1,13,2,92,17:55:00,18:10:00,17,130,15,7.547,3.483,t
yrix084686059,11,5,2,1,13,3,251,21:35:00,21:45:00,21,95,10,9.435,5.959,t
opkg462455378,11,1,3,4,13,2,288,09:30:00,09:45:00,9,100,15,1.573,0.944,t
jqvj651460443,11,2,4,1,13,4,305,16:20:00,16:30:00,16,85,10,6.117,4.318,t
gkid380088616,11,5,4,4,13,2,164,18:55:00,19:10:00,18,55,15,7.562,8.249,t
pybg030463934,11,1,3,4,13,3,268,08:45:00,08:55:00,8,95,10,1.490,0.941,t
rqss992770897,11,1,3,1,13,2,401,10:00:00,10:05:00,10,105,5,3.109,1.777,t
kkoy091714590,11,4,4,1,13,2,210,16:30:00,16:40:00,16,75,10,6.050,4.840,t
jzqm604559606,11,4,1,1,13,3,341,11:40:00,11:50:00,11,165,10,3.116,1.133,t
fxaf076014998,11,4,3,4,13,3,43,11:00:00,11:05:00,11,65,5,3.074,2.838,t
bllj399559594,11,5,4,1,13,3,118,18:35:00,18:40:00,18,65,5,7.763,7.166,t
ihvy418319057,11,1,4,1,13,2,348,18:30:00,18:45:00,18,130,15,4.658,2.150,t
vllq454728229,11,3,2,1,13,2,69,21:40:00,21:50:00,21,75,10,4.469,3.575,t
psqf821702971,11,3,3,1,13,2,339,09:30:00,09:45:00,9,170,15,2.980,1.052,t
vfye678490484,11,4,3,1,13,2,137,23:10:00,23:20:00,23,80,10,7.661,5.746,t
orlm211232016,11,3,3,1,13,3,140,09:50:00,09:55:00,9,95,5,3.064,1.935,t
qwyo096760804,11,3,3,1,13,2,164,22:10:00,22:15:00,22,80,5,4.657,3.493,t
ozqj941078652,11,4,1,4,13,2,118,11:35:00,11:45:00,11,155,10,3.109,1.203,t
gajl552871520,11,2,4,1,13,3,70,17:25:00,17:35:00,17,60,10,8.943,8.943,t
ffgw014744383,11,5,1,1,13,2,404,11:40:00,11:45:00,11,110,5,1.532,0.836,t
fsla211634673,11,6,2,4,13,2,142,21:15:00,21:25:00,21,65,10,7.761,7.164,t
oekx158169654,11,5,2,1,13,4,232,21:40:00,21:50:00,21,70,10,9.075,7.779,t
lqsu624515443,11,4,1,1,13,2,44,11:35:00,11:40:00,11,190,5,3.105,0.981,t
hlqi803095786,11,1,3,1,13,2,66,10:00:00,10:05:00,10,95,5,1.558,0.984,t
fulx084976336,11,6,1,4,13,3,212,11:30:00,11:40:00,11,70,10,1.509,1.293,t
rckv519088288,11,5,3,4,13,3,387,23:25:00,23:40:00,23,80,15,7.683,5.762,t
alye970225455,11,1,3,2,13,2,384,08:50:00,09:05:00,8,130,15,2.980,1.375,t
cilw470414140,11,2,3,4,13,2,270,09:35:00,09:50:00,9,135,15,1.537,0.683,t
muku225030759,11,1,3,1,13,2,272,23:35:00,23:50:00,23,75,15,7.573,6.058,t
hqqc876954560,11,2,3,1,13,2,327,23:35:00,23:45:00,23,105,10,9.121,5.212,t
flou359663142,11,1,2,1,13,2,305,19:50:00,19:55:00,19,130,5,9.326,4.304,t
vrkk133915251,11,1,4,1,13,3,189,18:50:00,18:55:00,18,85,5,8.938,6.309,t
fniz946489856,11,6,2,1,13,2,279,19:50:00,19:55:00,19,185,5,7.647,2.480,t
brhu664927562,11,1,3,1,13,2,186,09:20:00,09:30:00,9,120,10,1.513,0.757,t
hbnk846959478,11,2,3,1,13,3,185,09:15:00,09:20:00,9,75,5,1.530,1.224,t
kczn627630953,11,3,1,4,13,2,269,14:20:00,14:25:00,14,150,5,6.050,2.420,t
hprk377013710,11,1,3,1,10,4,387,10:55:00,11:10:00,10,95,15,3.025,1.911,t
nxdy873702542,11,5,4,1,10,2,386,15:35:00,15:45:00,15,105,10,6.209,3.548,t
ehzg459981304,11,3,1,1,10,2,299,13:55:00,14:05:00,13,160,10,6.059,2.272,t
uqwv934207007,11,1,4,1,10,2,95,17:15:00,17:25:00,17,140,10,4.658,1.996,t
bccf170983941,11,1,3,1,10,3,116,09:15:00,09:25:00,9,85,10,1.537,1.085,t
hqyv011141678,11,2,1,1,10,2,164,13:35:00,13:45:00,13,150,10,6.129,2.452,t
qutz496405438,11,6,4,1,10,3,187,17:35:00,17:45:00,17,120,10,4.657,2.329,t
rnvj071174944,11,1,2,1,10,3,46,19:50:00,19:55:00,19,105,5,4.544,2.597,t
ixrr607689292,11,4,3,1,10,2,326,23:55:00,00:10:00,23,120,15,9.435,4.718,t
vksq962131848,11,6,1,1,10,3,95,11:15:00,11:20:00,11,110,5,1.555,0.848,t
qnzw032334170,11,4,2,1,10,2,329,19:45:00,20:00:00,19,145,15,4.658,1.927,t
nout438306886,11,6,3,1,10,3,139,23:00:00,23:15:00,23,90,15,7.650,5.100,t
dysx080654111,11,3,3,1,10,3,251,08:45:00,08:50:00,8,125,5,1.558,0.748,t
vywo850439320,11,1,3,4,10,2,46,09:40:00,09:50:00,9,80,10,3.109,2.332,t
dhgc672188853,11,4,2,1,10,2,402,20:40:00,20:45:00,20,150,5,4.718,1.887,t
qlzv285103846,11,3,1,1,10,2,212,13:25:00,13:30:00,13,130,5,6.232,2.876,t
iohh249275934,11,3,3,1,10,3,405,08:20:00,08:30:00,8,110,10,3.145,1.715,t
lavf362236093,11,1,3,4,10,2,165,09:50:00,09:55:00,9,60,5,1.530,1.530,t
nbdh588792950,11,3,3,1,10,2,16,09:25:00,09:30:00,9,130,5,3.105,1.433,t
daxg272588381,11,5,1,1,10,2,131,14:30:00,14:45:00,14,225,15,6.038,1.610,t
lemj159527825,11,3,4,4,10,2,210,15:25:00,15:40:00,15,145,15,6.081,2.516,t
ycmo580231665,11,4,1,1,10,2,268,11:20:00,11:30:00,11,175,10,2.980,1.022,t
fhbh162602600,11,5,2,1,10,2,386,21:55:00,22:10:00,21,110,15,9.348,5.099,t
uqtc968731147,11,1,4,1,10,3,210,18:50:00,19:00:00,18,50,10,4.528,5.434,t
nxgg650242419,11,2,3,1,10,2,286,10:15:00,10:25:00,10,125,10,3.030,1.454,t
alaw456705361,11,3,2,1,10,3,211,21:40:00,21:50:00,21,80,10,9.057,6.793,t
sjve076783280,11,1,3,1,10,3,235,08:45:00,08:50:00,8,95,5,3.025,1.911,t
tiwt230204618,11,5,2,4,10,2,233,20:50:00,21:05:00,20,70,15,7.762,6.653,t
zygv510019350,11,5,2,1,10,2,94,21:30:00,21:45:00,21,85,15,7.863,5.550,t
cneu199700442,11,1,1,4,10,4,417,13:10:00,13:25:00,13,160,15,6.081,2.280,t
meag694036315,11,4,2,4,10,2,186,20:15:00,20:30:00,20,145,15,4.544,1.880,t
wfpf546869623,11,1,1,1,10,2,285,14:00:00,14:15:00,14,175,15,6.147,2.108,t
xixs634676999,11,2,4,1,10,4,325,17:20:00,17:30:00,17,75,10,7.563,6.050,t
krqg349019674,11,5,3,1,10,2,404,23:00:00,23:15:00,23,135,15,4.657,2.070,t
rvoe416513075,11,3,1,1,10,2,120,11:25:00,11:30:00,11,65,5,1.529,1.411,t
pxel077834867,11,3,3,4,10,2,161,10:15:00,10:20:00,10,95,5,3.145,1.986,t
dzdm771591870,11,3,2,4,10,2,116,19:55:00,20:10:00,19,50,15,9.348,11.218,t
hdik267479162,11,1,2,1,10,2,69,21:45:00,22:00:00,21,135,15,4.663,2.072,t
jhcj538217511,11,4,2,4,10,2,385,19:35:00,19:50:00,19,195,15,7.448,2.292,t
baee952225832,11,1,3,1,10,3,45,08:10:00,08:20:00,8,90,10,3.105,2.070,t
ocnr891658684,11,2,3,1,10,3,347,23:55:00,00:00:00,23,85,5,7.763,5.480,t
mzvx058535625,11,1,1,1,10,4,231,11:30:00,11:40:00,11,140,10,1.573,0.674,t
ruex885812761,11,2,2,1,10,3,306,20:40:00,20:50:00,20,140,10,7.684,3.293,t
vckv291410369,11,1,3,1,10,2,328,09:40:00,09:50:00,9,95,10,3.059,1.932,t
pcnz318261997,11,4,4,4,10,3,327,16:50:00,17:05:00,16,130,15,6.082,2.807,t
gzhe192752919,11,3,2,1,10,2,94,21:30:00,21:40:00,21,100,10,9.075,5.445,t
wozh680720320,11,2,4,1,10,2,254,17:20:00,17:30:00,17,130,10,4.561,2.105,t
rknc232551350,11,3,2,1,10,2,270,21:10:00,21:20:00,21,150,10,4.595,1.838,t
mors308072146,11,6,3,1,10,2,286,09:00:00,09:15:00,9,110,15,1.490,0.813,t
gmel438122347,11,2,1,4,10,2,212,11:10:00,11:15:00,11,105,5,1.532,0.875,t
ychl354693135,11,3,3,1,10,3,70,10:25:00,10:30:00,10,80,5,3.064,2.298,t
rdpz187784027,11,4,4,1,10,3,285,18:25:00,18:40:00,18,150,15,7.764,3.106,t
nsjw298222949,11,4,4,4,10,2,421,15:30:00,15:35:00,15,165,5,6.129,2.229,t
ibtl635178341,11,4,3,4,10,3,251,22:30:00,22:35:00,22,140,5,4.538,1.945,t
fnrk664567458,11,4,3,1,10,2,402,10:00:00,10:05:00,10,130,5,3.041,1.404,t
poeg229852515,11,2,2,1,10,2,320,21:55:00,22:05:00,21,190,10,4.658,1.471,t
alyn286841013,11,1,3,4,10,4,272,22:30:00,22:35:00,22,90,5,9.121,6.081,t
kzrc904547848,11,4,2,4,10,3,20,21:30:00,21:40:00,21,70,10,9.122,7.819,t
igcd570072197,11,6,3,1,10,3,23,23:45:00,00:00:00,23,70,15,9.193,7.880,t
ajqg791267939,11,5,3,1,10,2,289,22:30:00,22:40:00,22,85,10,9.314,6.575,t
popo793509873,11,4,3,1,10,2,247,10:40:00,10:55:00,10,150,15,3.105,1.242,t
xxoz357578461,11,6,3,4,10,2,380,09:00:00,09:05:00,9,155,5,3.030,1.173,t
blbp352805794,11,3,3,1,10,2,364,22:30:00,22:45:00,22,125,15,7.684,3.688,t
uxcz649688962,11,4,3,4,10,3,116,09:40:00,09:55:00,9,55,15,1.558,1.700,t
xeyf103080739,11,2,3,4,10,2,68,23:45:00,23:55:00,23,85,10,9.348,6.599,t
gdej914482757,11,4,3,1,10,2,228,23:50:00,23:55:00,23,130,5,4.544,2.097,t
fdud921761186,11,4,1,4,10,3,68,12:00:00,12:10:00,12,125,10,3.019,1.449,t
ghze687035646,11,5,3,1,10,3,23,10:50:00,10:55:00,10,75,5,3.041,2.433,t
ecar963502319,11,5,3,1,5,2,44,09:00:00,09:10:00,9,80,10,1.490,1.118,t
anfx475383342,11,3,3,1,5,2,208,10:25:00,10:35:00,10,135,10,1.490,0.662,t
xnmd060157935,11,3,3,2,5,3,309,09:10:00,09:15:00,9,120,5,3.059,1.530,t
wqat343494398,11,1,2,1,5,3,339,20:25:00,20:30:00,20,185,5,7.563,2.453,t
gdqp571293118,11,3,3,1,5,2,212,08:50:00,08:55:00,8,75,5,1.520,1.216,t
azip449964991,11,4,1,1,5,4,272,13:35:00,13:50:00,13,130,15,5.959,2.750,t
trtv340908352,11,3,3,1,5,2,22,23:15:00,23:20:00,23,90,5,9.074,6.049,t
nokx575690780,11,6,1,1,5,2,236,12:00:00,12:05:00,12,95,5,1.531,0.967,t
qymv083550291,11,2,1,1,5,2,306,11:45:00,11:50:00,11,135,5,1.537,0.683,t
qeqq728186358,11,1,1,4,5,2,142,11:15:00,11:30:00,11,130,15,1.537,0.709,t
arsb910440313,11,2,3,2,5,2,231,09:00:00,09:15:00,9,120,15,1.553,0.777,t
bqgh630547963,11,4,4,4,5,3,402,18:35:00,18:40:00,18,140,5,4.657,1.996,t
quqc621517216,11,3,4,1,5,2,95,15:25:00,15:35:00,15,145,10,5.960,2.466,t
fwwo521045969,11,5,4,1,5,2,139,17:20:00,17:25:00,17,105,5,7.763,4.436,t
ymuy854364129,11,5,4,1,5,4,368,17:00:00,17:15:00,17,95,15,6.037,3.813,t
ykka891793194,11,5,1,1,5,2,287,11:10:00,11:20:00,11,145,10,3.073,1.272,t
luub762541586,11,3,3,4,5,3,120,09:00:00,09:10:00,9,75,10,3.064,2.451,t
oyxl296589511,11,3,4,1,5,2,305,16:55:00,17:10:00,16,135,15,6.232,2.770,t
ucxm878154390,11,4,3,1,5,2,135,09:15:00,09:25:00,9,110,10,3.105,1.694,t
sxhr571720581,11,5,1,4,5,2,405,14:50:00,15:00:00,14,120,10,6.129,3.065,t
npna943756028,11,5,4,4,5,2,285,16:30:00,16:45:00,16,140,15,6.051,2.593,t
szrx811742594,11,2,2,1,5,3,21,21:35:00,21:50:00,21,135,15,7.564,3.362,t
jvjd189751793,11,1,2,1,5,3,115,21:40:00,21:50:00,21,130,10,9.315,4.299,t
wodg862572730,11,6,3,1,5,3,188,22:30:00,22:40:00,22,60,10,9.327,9.327,t
eews301723397,11,6,2,1,5,3,346,19:10:00,19:15:00,19,130,5,4.610,2.128,t
putm884470520,11,2,3,1,5,2,231,23:30:00,23:45:00,23,65,15,9.316,8.599,t
mdds549286275,11,2,2,4,5,2,250,19:35:00,19:45:00,19,165,10,7.661,2.786,t
tddi093944365,11,3,2,1,5,2,349,20:45:00,20:50:00,20,240,5,4.664,1.166,t
uekr998003196,11,3,4,1,5,3,348,18:15:00,18:25:00,18,140,10,8.938,3.831,t
soge953216818,11,1,4,1,5,2,252,15:40:00,15:45:00,15,75,5,6.211,4.969,t
efcw688790051,11,4,4,1,5,2,307,15:55:00,16:10:00,15,165,15,6.118,2.225,t
bvhq250661433,11,6,3,1,5,2,184,10:10:00,10:25:00,10,110,15,3.019,1.647,t
fmrg923322327,11,1,4,1,5,4,235,17:25:00,17:40:00,17,50,15,7.660,9.192,t
ouyb508035420,11,5,1,1,5,3,67,11:50:00,12:00:00,11,75,10,1.537,1.230,t
bqdl939836157,11,3,2,1,5,2,24,20:40:00,20:45:00,20,150,5,7.684,3.074,t
lgmj725601230,11,1,2,4,5,3,385,21:10:00,21:20:00,21,135,10,7.761,3.449,t
sfyy472378305,11,5,2,1,5,2,423,21:40:00,21:45:00,21,140,5,4.610,1.976,t
oiiu693862067,11,6,3,1,5,3,367,09:30:00,09:40:00,9,145,10,1.509,0.624,t
ijie194668249,11,6,4,1,5,2,234,18:55:00,19:10:00,18,115,15,4.657,2.430,t
thvc057544077,11,2,3,4,5,2,344,08:30:00,08:40:00,8,115,10,1.532,0.799,t
ufqy069241413,11,4,1,1,5,3,327,13:40:00,13:55:00,13,145,15,6.232,2.579,t
fmem779330458,11,2,4,1,5,2,345,17:00:00,17:15:00,17,170,15,6.037,2.131,t
lyzm820133711,11,4,1,1,5,2,327,12:40:00,12:45:00,12,155,5,6.081,2.354,t
amvb367623827,11,5,4,1,5,3,234,18:00:00,18:15:00,18,90,15,9.315,6.210,t
mzpx317915115,11,5,3,4,5,2,368,23:50:00,23:55:00,23,70,5,9.121,7.818,t
ymbu830652275,11,3,1,1,5,2,405,11:35:00,11:45:00,11,140,10,1.509,0.647,t
rdgw318827628,11,4,3,1,5,4,307,22:15:00,22:20:00,22,135,5,8.939,3.973,t
rxxx775968384,11,1,3,4,5,2,44,08:10:00,08:20:00,8,80,10,3.061,2.296,t
lzvw474004554,11,3,3,2,5,2,229,08:25:00,08:35:00,8,135,10,3.059,1.360,t
sbev341409573,11,5,3,1,5,3,366,08:55:00,09:05:00,8,75,10,3.030,2.424,t
gxgo508456595,11,3,3,1,5,2,67,23:55:00,00:10:00,23,55,15,9.176,10.010,t
wisg041765269,11,1,3,1,5,4,270,22:50:00,23:00:00,22,75,10,7.790,6.232,t
grpn449498530,11,3,4,1,5,2,117,16:45:00,16:55:00,16,130,10,6.081,2.807,t
oeut975271232,11,6,4,1,5,4,361,18:50:00,18:55:00,18,165,5,9.313,3.387,t
uxyk767429325,11,3,3,1,5,2,250,08:15:00,08:30:00,8,100,15,3.065,1.839,t
rhlm436183756,11,5,4,1,5,3,272,16:55:00,17:10:00,16,80,15,5.959,4.469,t
xggk796284928,11,4,4,1,5,2,208,18:10:00,18:15:00,18,55,5,7.448,8.125,t
ecfe711538593,11,3,3,4,5,2,179,23:35:00,23:50:00,23,100,15,9.192,5.515,t
uokt003884026,11,3,3,1,5,2,66,09:50:00,09:55:00,9,90,5,3.064,2.043,t
nyuz103805582,11,6,3,1,5,2,184,23:10:00,23:25:00,23,105,15,4.469,2.554,t
rtyk017210790,11,4,1,4,5,2,384,13:40:00,13:55:00,13,170,15,6.232,2.200,t
eahh687202512,11,2,3,1,5,3,46,10:00:00,10:10:00,10,70,10,1.515,1.299,t
apxb474112803,11,5,3,1,5,2,344,08:35:00,08:40:00,8,120,5,1.573,0.787,t
badl984068039,11,5,4,1,5,2,95,17:55:00,18:00:00,17,85,5,9.181,6.481,t
udrd590627691,11,2,2,1,5,2,66,21:20:00,21:30:00,21,130,10,4.658,2.150,t
dqfa640593958,11,4,1,1,5,3,211,14:40:00,14:55:00,14,95,15,6.147,3.882,t
